datetime,temperature,solar_radiation,cloud_cover
2025-09-14 11:00:00,24.7,563.7,75.0
2025-09-14 12:00:00,19.3,622.7,57.1
2025-09-14 13:00:00,21.5,637.0,38.6
2025-09-14 14:00:00,21.7,488.7,31.5
2025-09-14 15:00:00,21.5,531.8,63.5
2025-09-14 16:00:00,20.5,343.6,31.4
2025-09-14 17:00:00,19.4,213.0,32.8
2025-09-14 18:00:00,15.8,45.4,36.6
2025-09-14 19:00:00,14.4,0.0,49.8
2025-09-14 20:00:00,16.0,0.0,57.4
2025-09-14 21:00:00,13.1,0.0,66.0
2025-09-14 22:00:00,10.4,0.0,63.8
2025-09-14 23:00:00,10.5,0.0,48.1
2025-09-15 00:00:00,10.9,0.0,63.8
2025-09-15 01:00:00,14.3,0.0,38.4
2025-09-15 02:00:00,14.4,0.0,21.1
2025-09-15 03:00:00,16.5,0.0,38.4
2025-09-15 04:00:00,15.5,0.0,36.4
2025-09-15 05:00:00,17.9,0.0,39.0
2025-09-15 06:00:00,20.2,44.9,34.1
2025-09-15 07:00:00,19.5,212.3,41.5
2025-09-15 08:00:00,22.1,382.1,57.8
2025-09-15 09:00:00,20.6,483.0,74.2
2025-09-15 10:00:00,21.7,602.5,22.6
2025-09-15 11:00:00,21.9,614.7,29.1
2025-09-15 12:00:00,20.1,674.4,36.6
2025-09-15 13:00:00,22.9,626.1,59.9
2025-09-15 14:00:00,20.2,495.5,45.4
2025-09-15 15:00:00,20.1,545.7,37.6
2025-09-15 16:00:00,19.9,335.0,59.2
2025-09-15 17:00:00,18.5,249.0,62.8
2025-09-15 18:00:00,17.7,23.9,48.2
2025-09-15 19:00:00,14.9,0.0,36.2
2025-09-15 20:00:00,13.2,0.0,52.5
2025-09-15 21:00:00,13.1,0.0,45.0
2025-09-15 22:00:00,9.4,0.0,44.8
2025-09-15 23:00:00,9.7,0.0,40.8
2025-09-16 00:00:00,9.9,0.0,62.7
2025-09-16 01:00:00,11.1,0.0,52.5
2025-09-16 02:00:00,14.7,0.0,64.3
2025-09-16 03:00:00,13.1,0.0,68.8
2025-09-16 04:00:00,15.4,0.0,55.7
2025-09-16 05:00:00,20.0,0.0,41.2
2025-09-16 06:00:00,18.0,49.9,64.4
2025-09-16 07:00:00,21.4,178.9,55.8
2025-09-16 08:00:00,19.1,366.8,87.8
2025-09-16 09:00:00,21.3,455.9,53.4
2025-09-16 10:00:00,20.3,593.4,59.3
2025-09-16 11:00:00,21.7,608.7,53.2
2025-09-16 12:00:00,23.9,640.1,47.3
2025-09-16 13:00:00,18.3,530.6,44.9
2025-09-16 14:00:00,21.8,543.5,53.2
2025-09-16 15:00:00,20.4,475.9,56.6
2025-09-16 16:00:00,17.5,354.7,66.1
2025-09-16 17:00:00,14.5,228.4,53.4
2025-09-16 18:00:00,16.3,7.0,41.9
2025-09-16 19:00:00,13.9,0.0,43.9
2025-09-16 20:00:00,14.3,0.0,29.0
2025-09-16 21:00:00,13.1,0.0,73.7
2025-09-16 22:00:00,15.8,0.0,40.7
2025-09-16 23:00:00,11.9,0.0,63.3
2025-09-17 00:00:00,10.3,0.0,53.3
2025-09-17 01:00:00,13.2,0.0,53.7
2025-09-17 02:00:00,14.1,0.0,47.4
2025-09-17 03:00:00,17.4,0.0,37.3
2025-09-17 04:00:00,17.6,0.0,34.6
2025-09-17 05:00:00,17.9,0.0,75.1
2025-09-17 06:00:00,21.4,14.3,50.8
2025-09-17 07:00:00,17.3,230.3,66.0
2025-09-17 08:00:00,19.5,275.5,69.9
2025-09-17 09:00:00,19.7,477.4,43.0
2025-09-17 10:00:00,21.3,532.4,55.5
2025-09-17 11:00:00,19.5,564.7,49.8
2025-09-17 12:00:00,23.3,618.7,31.8
2025-09-17 13:00:00,21.1,628.9,46.4
2025-09-17 14:00:00,17.8,573.6,58.0
2025-09-17 15:00:00,17.7,455.6,41.7
2025-09-17 16:00:00,19.1,370.1,44.3
2025-09-17 17:00:00,18.9,221.0,46.5
2025-09-17 18:00:00,19.9,10.3,80.8
2025-09-17 19:00:00,20.5,0.0,21.6
2025-09-17 20:00:00,14.5,0.0,56.7
2025-09-17 21:00:00,10.9,0.0,45.3
2025-09-17 22:00:00,8.1,0.0,39.5
2025-09-17 23:00:00,12.8,0.0,45.0
2025-09-18 00:00:00,10.6,0.0,59.5
2025-09-18 01:00:00,11.9,0.0,60.4
2025-09-18 02:00:00,12.3,0.0,52.3
2025-09-18 03:00:00,14.2,0.0,65.9
2025-09-18 04:00:00,17.9,0.0,68.5
2025-09-18 05:00:00,17.3,0.0,61.7
2025-09-18 06:00:00,18.0,0.0,41.3
2025-09-18 07:00:00,17.5,171.2,56.9
2025-09-18 08:00:00,17.2,364.8,57.0
2025-09-18 09:00:00,20.4,454.5,37.2
2025-09-18 10:00:00,21.7,507.4,25.9
2025-09-18 11:00:00,25.6,538.0,19.1
2025-09-18 12:00:00,22.1,630.1,50.5
2025-09-18 13:00:00,23.3,572.2,54.0
2025-09-18 14:00:00,19.6,548.7,31.8
2025-09-18 15:00:00,17.2,493.0,65.2
2025-09-18 16:00:00,16.4,300.4,51.8
2025-09-18 17:00:00,15.6,188.9,69.7
2025-09-18 18:00:00,20.0,2.6,55.0
2025-09-18 19:00:00,12.9,0.0,33.5
2025-09-18 20:00:00,15.2,0.0,56.4
2025-09-18 21:00:00,10.9,0.0,59.5
2025-09-18 22:00:00,14.1,0.0,41.3
2025-09-18 23:00:00,12.8,0.0,27.9
2025-09-19 00:00:00,11.7,0.0,51.3
2025-09-19 01:00:00,12.4,0.0,34.8
2025-09-19 02:00:00,12.0,0.0,66.6
2025-09-19 03:00:00,15.2,0.0,43.7
2025-09-19 04:00:00,14.6,0.0,75.7
2025-09-19 05:00:00,14.4,0.0,18.0
2025-09-19 06:00:00,15.6,14.0,51.8
2025-09-19 07:00:00,19.7,222.8,71.3
2025-09-19 08:00:00,23.5,295.6,36.5
2025-09-19 09:00:00,21.5,469.0,47.4
2025-09-19 10:00:00,21.4,566.1,43.8
2025-09-19 11:00:00,22.4,579.5,39.6
2025-09-19 12:00:00,24.3,597.6,53.5
2025-09-19 13:00:00,21.6,597.6,30.4
2025-09-19 14:00:00,19.5,545.5,48.2
2025-09-19 15:00:00,21.5,469.4,57.6
2025-09-19 16:00:00,19.0,352.3,46.6
2025-09-19 17:00:00,19.9,156.2,34.8
2025-09-19 18:00:00,15.9,32.3,65.3
2025-09-19 19:00:00,11.9,0.0,60.8
2025-09-19 20:00:00,10.5,0.0,34.2
2025-09-19 21:00:00,15.8,0.0,30.4
2025-09-19 22:00:00,15.4,0.0,35.5
2025-09-19 23:00:00,11.5,0.0,58.0
2025-09-20 00:00:00,11.0,0.0,54.3
2025-09-20 01:00:00,15.2,0.0,62.0
2025-09-20 02:00:00,10.9,0.0,45.3
2025-09-20 03:00:00,12.3,0.0,36.3
2025-09-20 04:00:00,16.6,0.0,64.0
2025-09-20 05:00:00,15.8,0.0,41.9
2025-09-20 06:00:00,17.9,0.0,53.0
2025-09-20 07:00:00,18.8,216.0,26.9
2025-09-20 08:00:00,20.8,336.8,41.6
2025-09-20 09:00:00,23.8,403.2,65.3
2025-09-20 10:00:00,21.6,528.1,39.4
2025-09-20 11:00:00,22.9,587.4,62.4
2025-09-20 12:00:00,17.3,563.9,15.2
2025-09-20 13:00:00,20.9,570.8,41.8
2025-09-20 14:00:00,18.5,489.2,47.6
2025-09-20 15:00:00,16.7,466.3,76.3
2025-09-20 16:00:00,16.2,336.2,32.6
2025-09-20 17:00:00,15.9,131.6,60.2
2025-09-20 18:00:00,17.2,0.0,66.0
2025-09-20 19:00:00,11.5,0.0,39.3
2025-09-20 20:00:00,13.1,0.0,44.6
2025-09-20 21:00:00,11.3,0.0,52.3
2025-09-20 22:00:00,11.1,0.0,27.9
2025-09-20 23:00:00,13.6,0.0,43.3
2025-09-21 00:00:00,12.7,0.0,69.7
2025-09-21 01:00:00,14.8,0.0,58.4
2025-09-21 02:00:00,12.6,0.0,48.2
2025-09-21 03:00:00,12.5,0.0,52.2
2025-09-21 04:00:00,14.7,0.0,59.2
2025-09-21 05:00:00,16.9,0.0,62.1
2025-09-21 06:00:00,18.1,0.0,42.2
2025-09-21 07:00:00,16.7,186.9,73.5
2025-09-21 08:00:00,20.1,325.3,70.3
2025-09-21 09:00:00,21.2,459.7,60.7
2025-09-21 10:00:00,26.3,516.1,37.9
2025-09-21 11:00:00,25.2,554.1,35.2
2025-09-21 12:00:00,19.5,571.7,45.6
2025-09-21 13:00:00,20.2,562.0,51.4
2025-09-21 14:00:00,17.0,528.4,24.0
2025-09-21 15:00:00,17.7,448.6,57.9
2025-09-21 16:00:00,18.3,321.3,69.8
2025-09-21 17:00:00,18.8,163.7,59.2
2025-09-21 18:00:00,13.7,0.0,40.4
2025-09-21 19:00:00,12.6,0.0,38.6
2025-09-21 20:00:00,8.6,0.0,55.0
2025-09-21 21:00:00,11.8,0.0,48.2
2025-09-21 22:00:00,9.5,0.0,57.2
2025-09-21 23:00:00,10.4,0.0,59.5
2025-09-22 00:00:00,9.6,0.0,67.2
2025-09-22 01:00:00,11.7,0.0,33.9
2025-09-22 02:00:00,9.2,0.0,54.2
2025-09-22 03:00:00,10.8,0.0,45.4
2025-09-22 04:00:00,19.2,0.0,49.4
2025-09-22 05:00:00,13.6,0.0,63.8
2025-09-22 06:00:00,15.3,0.0,65.5
2025-09-22 07:00:00,22.4,161.2,71.8
2025-09-22 08:00:00,25.6,398.0,57.2
2025-09-22 09:00:00,18.2,417.2,49.2
2025-09-22 10:00:00,20.3,507.5,47.1
2025-09-22 11:00:00,21.9,673.4,24.8
2025-09-22 12:00:00,24.5,604.0,71.0
2025-09-22 13:00:00,18.6,533.2,46.0
2025-09-22 14:00:00,19.3,549.5,58.4
2025-09-22 15:00:00,20.3,413.0,61.0
2025-09-22 16:00:00,18.4,350.1,32.2
2025-09-22 17:00:00,15.5,165.4,37.0
2025-09-22 18:00:00,14.6,0.0,74.1
2025-09-22 19:00:00,11.0,0.0,55.2
2025-09-22 20:00:00,12.2,0.0,42.2
2025-09-22 21:00:00,11.3,0.0,49.0
2025-09-22 22:00:00,11.8,0.0,67.2
2025-09-22 23:00:00,10.1,0.0,64.9
2025-09-23 00:00:00,12.1,0.0,29.2
2025-09-23 01:00:00,13.7,0.0,75.7
2025-09-23 02:00:00,12.8,0.0,65.7
2025-09-23 03:00:00,14.2,0.0,48.9
2025-09-23 04:00:00,14.8,0.0,33.3
2025-09-23 05:00:00,16.0,0.0,67.0
2025-09-23 06:00:00,15.9,0.0,58.4
2025-09-23 07:00:00,19.1,153.9,29.3
2025-09-23 08:00:00,19.3,366.9,47.7
2025-09-23 09:00:00,24.5,453.4,98.1
2025-09-23 10:00:00,24.0,549.8,51.5
2025-09-23 11:00:00,21.8,584.2,40.1
2025-09-23 12:00:00,19.3,574.6,36.1
2025-09-23 13:00:00,18.1,589.5,77.8
2025-09-23 14:00:00,21.9,556.9,63.9
2025-09-23 15:00:00,19.0,440.5,72.3
2025-09-23 16:00:00,18.3,372.6,54.9
2025-09-23 17:00:00,12.5,192.6,70.0
2025-09-23 18:00:00,16.6,0.0,38.5
2025-09-23 19:00:00,14.4,0.0,53.6
2025-09-23 20:00:00,10.2,0.0,55.5
2025-09-23 21:00:00,10.7,0.0,71.9
2025-09-23 22:00:00,11.7,0.0,56.0
2025-09-23 23:00:00,11.1,0.0,41.8
2025-09-24 00:00:00,10.4,0.0,52.5
2025-09-24 01:00:00,11.3,0.0,26.4
2025-09-24 02:00:00,11.8,0.0,16.7
2025-09-24 03:00:00,13.6,0.0,64.0
2025-09-24 04:00:00,17.4,0.0,45.9
2025-09-24 05:00:00,10.7,0.0,47.6
2025-09-24 06:00:00,16.6,0.0,64.0
2025-09-24 07:00:00,18.6,168.8,72.5
2025-09-24 08:00:00,19.9,321.9,59.6
2025-09-24 09:00:00,19.4,436.7,80.5
2025-09-24 10:00:00,17.1,479.5,59.1
2025-09-24 11:00:00,21.5,564.9,56.1
2025-09-24 12:00:00,24.1,591.2,55.2
2025-09-24 13:00:00,17.1,555.2,32.3
2025-09-24 14:00:00,21.1,527.1,65.9
2025-09-24 15:00:00,17.6,433.2,14.9
2025-09-24 16:00:00,17.0,337.6,42.8
2025-09-24 17:00:00,13.7,182.3,51.9
2025-09-24 18:00:00,13.8,0.0,39.7
2025-09-24 19:00:00,15.9,0.0,44.8
2025-09-24 20:00:00,13.4,0.0,79.1
2025-09-24 21:00:00,14.9,0.0,68.1
2025-09-24 22:00:00,13.3,0.0,41.3
2025-09-24 23:00:00,11.7,0.0,44.5
2025-09-25 00:00:00,14.2,0.0,32.7
2025-09-25 01:00:00,12.1,0.0,62.5
2025-09-25 02:00:00,13.7,0.0,48.1
2025-09-25 03:00:00,12.5,0.0,22.4
2025-09-25 04:00:00,14.4,0.0,53.4
2025-09-25 05:00:00,14.2,0.0,58.5
2025-09-25 06:00:00,18.9,0.0,66.3
2025-09-25 07:00:00,15.7,162.8,50.8
2025-09-25 08:00:00,20.7,269.2,46.3
2025-09-25 09:00:00,19.5,482.4,81.7
2025-09-25 10:00:00,22.8,509.1,52.0
2025-09-25 11:00:00,22.1,561.7,62.7
2025-09-25 12:00:00,24.1,570.8,43.8
2025-09-25 13:00:00,21.4,549.5,62.2
2025-09-25 14:00:00,16.0,559.7,30.1
2025-09-25 15:00:00,18.0,470.3,45.0
2025-09-25 16:00:00,14.5,323.5,33.8
2025-09-25 17:00:00,14.6,154.6,42.8
2025-09-25 18:00:00,17.3,0.0,70.6
2025-09-25 19:00:00,14.4,0.0,42.7
2025-09-25 20:00:00,10.7,0.0,62.7
2025-09-25 21:00:00,9.2,0.0,74.6
2025-09-25 22:00:00,10.8,0.0,51.5
2025-09-25 23:00:00,8.2,0.0,66.8
2025-09-26 00:00:00,9.2,0.0,60.2
2025-09-26 01:00:00,11.7,0.0,54.0
2025-09-26 02:00:00,14.2,0.0,63.5
2025-09-26 03:00:00,14.1,0.0,79.8
2025-09-26 04:00:00,9.5,0.0,42.7
2025-09-26 05:00:00,16.0,0.0,37.8
2025-09-26 06:00:00,16.8,0.0,37.0
2025-09-26 07:00:00,18.7,171.7,67.1
2025-09-26 08:00:00,22.1,308.2,69.2
2025-09-26 09:00:00,15.6,419.1,44.2
2025-09-26 10:00:00,19.0,519.9,20.2
2025-09-26 11:00:00,21.6,547.5,42.1
2025-09-26 12:00:00,17.0,585.2,60.5
2025-09-26 13:00:00,22.7,566.8,51.2
2025-09-26 14:00:00,19.7,527.8,54.9
2025-09-26 15:00:00,19.6,406.3,44.4
2025-09-26 16:00:00,15.5,327.3,67.4
2025-09-26 17:00:00,17.0,125.9,57.4
2025-09-26 18:00:00,16.2,0.0,61.0
2025-09-26 19:00:00,13.3,0.0,54.6
2025-09-26 20:00:00,12.3,0.0,60.1
2025-09-26 21:00:00,11.6,0.0,59.1
2025-09-26 22:00:00,8.8,0.0,38.3
2025-09-26 23:00:00,10.1,0.0,57.8
2025-09-27 00:00:00,10.0,0.0,64.4
2025-09-27 01:00:00,11.6,0.0,69.9
2025-09-27 02:00:00,13.6,0.0,58.8
2025-09-27 03:00:00,10.6,0.0,38.1
2025-09-27 04:00:00,13.6,0.0,40.4
2025-09-27 05:00:00,18.1,0.0,46.0
2025-09-27 06:00:00,15.0,0.0,55.4
2025-09-27 07:00:00,16.0,131.3,50.7
2025-09-27 08:00:00,19.1,285.9,35.7
2025-09-27 09:00:00,21.2,388.8,35.6
2025-09-27 10:00:00,20.0,536.6,21.1
2025-09-27 11:00:00,22.8,528.1,5.8
2025-09-27 12:00:00,21.7,553.3,50.6
2025-09-27 13:00:00,21.2,594.9,87.4
2025-09-27 14:00:00,19.8,489.0,79.5
2025-09-27 15:00:00,22.3,415.3,37.9
2025-09-27 16:00:00,16.1,271.4,54.8
2025-09-27 17:00:00,11.2,173.5,30.6
2025-09-27 18:00:00,17.1,0.0,32.9
2025-09-27 19:00:00,11.8,0.0,34.6
2025-09-27 20:00:00,11.8,0.0,49.2
2025-09-27 21:00:00,13.5,0.0,49.8
2025-09-27 22:00:00,7.1,0.0,56.4
2025-09-27 23:00:00,7.7,0.0,62.5
2025-09-28 00:00:00,6.9,0.0,47.9
2025-09-28 01:00:00,9.0,0.0,53.5
2025-09-28 02:00:00,12.3,0.0,36.5
2025-09-28 03:00:00,13.5,0.0,32.7
2025-09-28 04:00:00,14.2,0.0,30.4
2025-09-28 05:00:00,12.1,0.0,62.7
2025-09-28 06:00:00,11.6,0.0,47.8
2025-09-28 07:00:00,17.6,169.3,24.8
2025-09-28 08:00:00,17.6,319.7,52.0
2025-09-28 09:00:00,20.2,433.3,34.2
2025-09-28 10:00:00,21.2,504.7,77.8
2025-09-28 11:00:00,20.2,538.0,44.2
2025-09-28 12:00:00,21.3,546.4,63.1
2025-09-28 13:00:00,19.7,592.5,69.3
2025-09-28 14:00:00,19.6,525.5,38.6
2025-09-28 15:00:00,16.0,396.3,54.1
2025-09-28 16:00:00,15.9,298.8,61.2
2025-09-28 17:00:00,15.4,134.9,54.6
2025-09-28 18:00:00,15.3,0.0,58.3
2025-09-28 19:00:00,11.7,0.0,33.0
2025-09-28 20:00:00,12.5,0.0,61.2
2025-09-28 21:00:00,10.1,0.0,45.6
2025-09-28 22:00:00,9.9,0.0,58.2
2025-09-28 23:00:00,11.6,0.0,66.7
2025-09-29 00:00:00,5.9,0.0,63.3
2025-09-29 01:00:00,7.8,0.0,58.5
2025-09-29 02:00:00,8.2,0.0,62.9
2025-09-29 03:00:00,7.6,0.0,63.6
2025-09-29 04:00:00,12.1,0.0,75.7
2025-09-29 05:00:00,16.2,0.0,52.7
2025-09-29 06:00:00,15.5,0.0,55.7
2025-09-29 07:00:00,17.6,105.4,67.2
2025-09-29 08:00:00,20.5,298.7,45.9
2025-09-29 09:00:00,21.7,400.8,33.2
2025-09-29 10:00:00,19.4,470.4,60.7
2025-09-29 11:00:00,22.5,505.9,50.2
2025-09-29 12:00:00,19.8,520.5,35.1
2025-09-29 13:00:00,17.4,539.2,60.8
2025-09-29 14:00:00,17.1,496.4,74.7
2025-09-29 15:00:00,14.3,387.0,28.8
2025-09-29 16:00:00,14.3,312.9,68.6
2025-09-29 17:00:00,14.0,137.3,15.2
2025-09-29 18:00:00,15.1,0.0,47.3
2025-09-29 19:00:00,15.7,0.0,80.9
2025-09-29 20:00:00,8.4,0.0,48.3
2025-09-29 21:00:00,11.2,0.0,54.6
2025-09-29 22:00:00,7.8,0.0,64.7
2025-09-29 23:00:00,10.7,0.0,27.5
2025-09-30 00:00:00,9.4,0.0,54.7
2025-09-30 01:00:00,6.5,0.0,54.6
2025-09-30 02:00:00,12.9,0.0,81.5
2025-09-30 03:00:00,10.8,0.0,35.1
2025-09-30 04:00:00,12.2,0.0,47.9
2025-09-30 05:00:00,12.4,0.0,39.7
2025-09-30 06:00:00,14.5,0.0,38.1
2025-09-30 07:00:00,17.9,151.9,70.5
2025-09-30 08:00:00,17.7,283.7,54.0
2025-09-30 09:00:00,19.5,385.8,45.3
2025-09-30 10:00:00,20.1,498.8,45.8
2025-09-30 11:00:00,22.2,509.0,45.1
2025-09-30 12:00:00,18.7,580.2,46.5
2025-09-30 13:00:00,15.9,518.8,34.6
2025-09-30 14:00:00,20.2,522.9,49.7
2025-09-30 15:00:00,16.4,399.3,48.2
2025-09-30 16:00:00,18.1,321.1,42.2
2025-09-30 17:00:00,15.3,100.9,55.9
2025-09-30 18:00:00,13.0,0.0,57.2
2025-09-30 19:00:00,12.7,0.0,45.2
2025-09-30 20:00:00,14.9,0.0,51.4
2025-09-30 21:00:00,14.4,0.0,86.0
2025-09-30 22:00:00,9.8,0.0,85.4
2025-09-30 23:00:00,9.9,0.0,37.8
2025-10-01 00:00:00,11.6,0.0,40.2
2025-10-01 01:00:00,8.3,0.0,38.0
2025-10-01 02:00:00,11.5,0.0,69.8
2025-10-01 03:00:00,11.8,0.0,48.0
2025-10-01 04:00:00,13.7,0.0,57.5
2025-10-01 05:00:00,12.7,0.0,83.9
2025-10-01 06:00:00,12.4,0.0,53.8
2025-10-01 07:00:00,12.7,109.7,64.5
2025-10-01 08:00:00,15.6,296.5,61.7
2025-10-01 09:00:00,17.7,440.7,45.1
2025-10-01 10:00:00,18.6,541.8,69.8
2025-10-01 11:00:00,23.2,544.7,41.2
2025-10-01 12:00:00,21.4,615.8,74.0
2025-10-01 13:00:00,16.7,534.7,45.1
2025-10-01 14:00:00,18.6,524.7,46.8
2025-10-01 15:00:00,16.0,377.4,37.6
2025-10-01 16:00:00,15.0,297.6,40.1
2025-10-01 17:00:00,14.7,59.8,47.5
2025-10-01 18:00:00,14.3,0.0,17.5
2025-10-01 19:00:00,11.1,0.0,50.4
2025-10-01 20:00:00,12.9,0.0,46.3
2025-10-01 21:00:00,7.7,0.0,65.8
2025-10-01 22:00:00,9.5,0.0,60.3
2025-10-01 23:00:00,14.5,0.0,43.3
2025-10-02 00:00:00,9.7,0.0,47.4
2025-10-02 01:00:00,12.6,0.0,50.8
2025-10-02 02:00:00,10.8,0.0,76.6
2025-10-02 03:00:00,12.8,0.0,41.9
2025-10-02 04:00:00,12.7,0.0,43.5
2025-10-02 05:00:00,13.8,0.0,37.3
2025-10-02 06:00:00,13.8,0.0,32.0
2025-10-02 07:00:00,17.5,91.8,58.9
2025-10-02 08:00:00,15.9,294.9,57.3
2025-10-02 09:00:00,19.8,362.4,73.5
2025-10-02 10:00:00,21.1,501.0,69.9
2025-10-02 11:00:00,19.8,567.2,90.2
2025-10-02 12:00:00,18.4,542.3,53.2
2025-10-02 13:00:00,19.3,511.0,50.4
2025-10-02 14:00:00,17.0,474.0,34.8
2025-10-02 15:00:00,18.5,372.8,64.7
2025-10-02 16:00:00,11.7,277.9,56.0
2025-10-02 17:00:00,13.4,128.5,64.0
2025-10-02 18:00:00,8.8,0.0,37.2
2025-10-02 19:00:00,8.6,0.0,59.5
2025-10-02 20:00:00,13.3,0.0,57.3
2025-10-02 21:00:00,11.6,0.0,56.4
2025-10-02 22:00:00,7.8,0.0,44.0
2025-10-02 23:00:00,6.1,0.0,72.1
2025-10-03 00:00:00,3.1,0.0,85.4
2025-10-03 01:00:00,8.5,0.0,38.0
2025-10-03 02:00:00,15.2,0.0,65.4
2025-10-03 03:00:00,12.3,0.0,11.4
2025-10-03 04:00:00,11.5,0.0,64.6
2025-10-03 05:00:00,14.8,0.0,26.6
2025-10-03 06:00:00,12.1,0.0,46.7
2025-10-03 07:00:00,15.8,111.6,34.9
2025-10-03 08:00:00,17.6,327.0,51.4
2025-10-03 09:00:00,18.1,376.4,67.2
2025-10-03 10:00:00,20.3,526.4,26.7
2025-10-03 11:00:00,19.6,505.4,49.2
2025-10-03 12:00:00,20.1,556.1,46.9
2025-10-03 13:00:00,16.8,572.1,78.3
2025-10-03 14:00:00,19.2,518.6,61.1
2025-10-03 15:00:00,19.7,385.4,36.9
2025-10-03 16:00:00,13.2,293.4,47.5
2025-10-03 17:00:00,12.1,133.5,77.9
2025-10-03 18:00:00,15.3,0.0,65.3
2025-10-03 19:00:00,11.0,0.0,40.8
2025-10-03 20:00:00,13.2,0.0,50.6
2025-10-03 21:00:00,8.7,0.0,51.1
2025-10-03 22:00:00,12.0,0.0,46.5
2025-10-03 23:00:00,9.2,0.0,29.0
2025-10-04 00:00:00,9.4,0.0,44.8
2025-10-04 01:00:00,12.5,0.0,75.8
2025-10-04 02:00:00,9.4,0.0,49.2
2025-10-04 03:00:00,9.3,0.0,53.4
2025-10-04 04:00:00,11.5,0.0,57.0
2025-10-04 05:00:00,14.6,0.0,88.2
2025-10-04 06:00:00,11.8,0.0,55.1
2025-10-04 07:00:00,17.5,100.0,71.3
2025-10-04 08:00:00,16.1,291.1,46.0
2025-10-04 09:00:00,20.3,450.1,51.0
2025-10-04 10:00:00,13.7,495.3,55.1
2025-10-04 11:00:00,17.1,550.2,43.3
2025-10-04 12:00:00,15.1,570.8,51.9
2025-10-04 13:00:00,16.4,489.4,68.3
2025-10-04 14:00:00,17.7,494.9,42.9
2025-10-04 15:00:00,15.8,363.7,54.9
2025-10-04 16:00:00,14.5,254.9,65.6
2025-10-04 17:00:00,13.4,181.1,42.6
2025-10-04 18:00:00,12.8,0.0,71.4
2025-10-04 19:00:00,9.2,0.0,56.0
2025-10-04 20:00:00,11.6,0.0,52.5
2025-10-04 21:00:00,10.7,0.0,24.8
2025-10-04 22:00:00,9.6,0.0,49.3
2025-10-04 23:00:00,9.8,0.0,60.5
2025-10-05 00:00:00,9.2,0.0,81.5
2025-10-05 01:00:00,13.2,0.0,63.8
2025-10-05 02:00:00,9.8,0.0,72.2
2025-10-05 03:00:00,10.4,0.0,37.1
2025-10-05 04:00:00,10.7,0.0,53.4
2025-10-05 05:00:00,11.4,0.0,73.6
